dataset,region,noise,seed,init_mae,init_in,init_out,region_share_R,prec_knn,arm,mae,err_in,err_out,n_in_region,error
diamonds,sparse_init,clean,7008,0.19565404999185332,0.20122607244088403,0.19502114766468054,0.11666666666666667,0.08444444444444445,ws_default,0.19728192813319662,0.1997487153673656,0.19700173626472753,21.0,
diamonds,sparse_init,clean,7008,0.19565404999185332,0.20122607244088403,0.19502114766468054,0.11666666666666667,0.08444444444444445,ws_tuned,0.19875929707807197,0.19570635469580264,0.1991060678163698,27.0,
diamonds,sparse_init,clean,7008,0.19565404999185332,0.20122607244088403,0.19502114766468054,0.11666666666666667,0.08444444444444445,kcenter_a1,0.19289706625280986,0.19576262282220455,0.1925715798718764,10.0,
diamonds,sparse_init,clean,7008,0.19565404999185332,0.20122607244088403,0.19502114766468054,0.11666666666666667,0.08444444444444445,rho_a1,0.19498139087916364,0.1990644174923487,0.19451761725494882,16.0,
diamonds,sparse_init,clean,7008,0.19565404999185332,0.20122607244088403,0.19502114766468054,0.11666666666666667,0.08444444444444445,rho_landscape_a1,0.1977410066327675,0.20169777837436223,0.19729157376234135,15.0,
diamonds,sparse_init,clean,7008,0.19565404999185332,0.20122607244088403,0.19502114766468054,0.11666666666666667,0.08444444444444445,rho_filter_a1,0.1957888834261019,0.19478267903783386,0.19590317390227488,19.0,
diamonds,sparse_init,clean,7009,0.20097901031444115,0.16606355046592128,0.2046335143969015,0.13133333333333333,0.04888888888888889,all_data,0.1939941433888802,0.15063505344480652,0.19853241875170927,,
diamonds,sparse_init,clean,7009,0.20097901031444115,0.16606355046592128,0.2046335143969015,0.13133333333333333,0.04888888888888889,random,0.20021621301415812,0.15924307969895907,0.2045047569319876,,
diamonds,sparse_init,clean,7009,0.20097901031444115,0.16606355046592128,0.2046335143969015,0.13133333333333333,0.04888888888888889,uniform,0.20060670825689925,0.15773752107967726,0.2050937068595414,14.0,
diamonds,sparse_init,clean,7009,0.20097901031444115,0.16606355046592128,0.2046335143969015,0.13133333333333333,0.04888888888888889,rho,0.20059497788738095,0.15788744809861066,0.205065056260743,18.0,
diamonds,sparse_init,clean,7009,0.20097901031444115,0.16606355046592128,0.2046335143969015,0.13133333333333333,0.04888888888888889,ws_default,0.2009281065998322,0.16153428551034743,0.20505134829906302,23.0,
diamonds,sparse_init,clean,7009,0.20097901031444115,0.16606355046592128,0.2046335143969015,0.13133333333333333,0.04888888888888889,ws_tuned,0.1990165151836345,0.15822962524714887,0.20328556552495683,12.0,
diamonds,sparse_init,clean,7009,0.20097901031444115,0.16606355046592128,0.2046335143969015,0.13133333333333333,0.04888888888888889,kcenter_a1,0.20153953510293304,0.1606214949667478,0.20582231257092923,13.0,
diamonds,sparse_init,clean,7009,0.20097901031444115,0.16606355046592128,0.2046335143969015,0.13133333333333333,0.04888888888888889,rho_a1,0.2004214795370378,0.1578626313624643,0.2048759958193253,41.0,
diamonds,sparse_init,clean,7009,0.20097901031444115,0.16606355046592128,0.2046335143969015,0.13133333333333333,0.04888888888888889,rho_landscape_a1,0.1993622637430057,0.15822652668190065,0.20366782694271815,27.0,
diamonds,sparse_init,clean,7009,0.20097901031444115,0.16606355046592128,0.2046335143969015,0.13133333333333333,0.04888888888888889,rho_filter_a1,0.1990584850793025,0.16001736912226325,0.2031448101131931,9.0,
diamonds,sparse_init,outlier,7000,0.21247352657246535,0.19814503225967148,0.214074431162166,0.112,0.08444444444444445,all_data,0.21432215737737642,0.20433065812503676,0.21543849498144554,,
diamonds,sparse_init,outlier,7000,0.21247352657246535,0.19814503225967148,0.214074431162166,0.112,0.08444444444444445,random,0.2237707044065808,0.21922295012711404,0.22427881925381418,,
diamonds,sparse_init,outlier,7000,0.21247352657246535,0.19814503225967148,0.214074431162166,0.112,0.08444444444444445,uniform,0.21277070889514704,0.20191695711039356,0.21398338488666202,19.0,
diamonds,sparse_init,outlier,7000,0.21247352657246535,0.19814503225967148,0.214074431162166,0.112,0.08444444444444445,rho,0.21996371617496596,0.1996908839835885,0.22222877413520323,15.0,
diamonds,sparse_init,outlier,7000,0.21247352657246535,0.19814503225967148,0.214074431162166,0.112,0.08444444444444445,ws_default,0.23242323175943028,0.21707381732377834,0.23413820246624853,16.0,
diamonds,sparse_init,outlier,7000,0.21247352657246535,0.19814503225967148,0.214074431162166,0.112,0.08444444444444445,ws_tuned,0.22143347717854533,0.2021448378784399,0.2235885725089073,20.0,
diamonds,sparse_init,outlier,7000,0.21247352657246535,0.19814503225967148,0.214074431162166,0.112,0.08444444444444445,kcenter_a1,0.22175994219461767,0.2203855199916097,0.22191350465309723,19.0,
diamonds,sparse_init,outlier,7000,0.21247352657246535,0.19814503225967148,0.214074431162166,0.112,0.08444444444444445,rho_a1,0.2294311414473067,0.22467749103903145,0.22996226080920956,20.0,
diamonds,sparse_init,outlier,7000,0.21247352657246535,0.19814503225967148,0.214074431162166,0.112,0.08444444444444445,rho_landscape_a1,0.23014598528684957,0.23228379872714056,0.2299071300886848,19.0,
diamonds,sparse_init,outlier,7000,0.21247352657246535,0.19814503225967148,0.214074431162166,0.112,0.08444444444444445,rho_filter_a1,0.2204551968950437,0.20581495032983618,0.2220909331705338,19.0,
diamonds,sparse_init,outlier,7001,0.22634293644183648,0.2358026886283376,0.2252655099187847,0.126,0.08888888888888889,all_data,0.213932003305379,0.20591302718732024,0.21484533141239268,,
diamonds,sparse_init,outlier,7001,0.22634293644183648,0.2358026886283376,0.2252655099187847,0.126,0.08888888888888889,random,0.2282678376053387,0.2101712292426563,0.23032896621027804,,
diamonds,sparse_init,outlier,7001,0.22634293644183648,0.2358026886283376,0.2252655099187847,0.126,0.08888888888888889,uniform,0.2150700373659302,0.18071954073896154,0.2189824164025301,21.0,
diamonds,sparse_init,outlier,7001,0.22634293644183648,0.2358026886283376,0.2252655099187847,0.126,0.08888888888888889,rho,0.23723859300891928,0.20675413133363785,0.24071064670571407,19.0,
diamonds,sparse_init,outlier,7001,0.22634293644183648,0.2358026886283376,0.2252655099187847,0.126,0.08888888888888889,ws_default,0.22484824779756277,0.21994612053433213,0.22540657975263417,26.0,
diamonds,sparse_init,outlier,7001,0.22634293644183648,0.2358026886283376,0.2252655099187847,0.126,0.08888888888888889,ws_tuned,0.2213644772189138,0.19659536196685679,0.22418557667257333,29.0,
diamonds,sparse_init,outlier,7001,0.22634293644183648,0.2358026886283376,0.2252655099187847,0.126,0.08888888888888889,kcenter_a1,0.2173509833650922,0.19144306435525635,0.2203017878415675,28.0,
diamonds,sparse_init,outlier,7001,0.22634293644183648,0.2358026886283376,0.2252655099187847,0.126,0.08888888888888889,rho_a1,0.2407383790733988,0.26741603257406354,0.2376999050322482,52.0,
diamonds,sparse_init,outlier,7001,0.22634293644183648,0.2358026886283376,0.2252655099187847,0.126,0.08888888888888889,rho_landscape_a1,0.23193503504687493,0.20802172737062716,0.23465866156861964,35.0,
