dataset,region,noise,seed,region_share_R,detector,mae,err_in,secs,prec,error
synth2d,hard,clean,6202,0.10866666666666666,QR × GPR (geometric),0.10159265198245532,0.34419829112354644,5.180025577545166,0.1425260718424102,
synth2d,hard,clean,6202,0.10866666666666666,EVT × GPR (geometric),0.10032325283107993,0.3369175860312419,4.917536735534668,0.5353982300884956,
synth2d,hard,clean,6202,0.10866666666666666,GPR/kNN (variance-weighted),0.09931215981407468,0.3412482232840438,6.03303599357605,0.5221238938053098,
synth2d,hard,clean,6202,0.10866666666666666,GPR/kNN (disagreement-amplified),0.10214821640864634,0.34450246131960827,5.495988845825195,0.37610619469026546,
synth2d,hard,clean,6202,0.10866666666666666,Local GPR (QR-localised),0.10114278381903352,0.34718091608803603,1.6833062171936035,0.3141592920353982,
synth2d,hard,clean,6203,0.11333333333333333,random,0.13488911091894978,0.3506044039576833,,,
synth2d,hard,clean,6203,0.11333333333333333,"kNN (LOO, default)",0.12460651646113313,0.34863458901968075,0.009450435638427734,0.27111111111111114,
synth2d,hard,clean,6203,0.11333333333333333,Gaussian Process Regression,0.12683490583457904,0.339377424447397,4.479475498199463,0.2345132743362832,
synth2d,hard,clean,6203,0.11333333333333333,Polynomial Response Surface,0.12511380213620338,0.3498928053133702,0.0201108455657959,0.0,
synth2d,hard,clean,6203,0.11333333333333333,RBF Interpolation,0.1183599253046745,0.33776148084634905,0.06542325019836426,0.24778761061946902,
synth2d,hard,clean,6203,0.11333333333333333,kNN Performance Mapping,0.125039276266007,0.34089366971195345,0.019620656967163086,0.23008849557522124,
synth2d,hard,clean,6203,0.11333333333333333,LOESS Local Regression,0.12441741098634658,0.35262977819217795,0.34414172172546387,0.1504424778761062,
synth2d,hard,clean,6203,0.11333333333333333,Quantile Regression,0.13186012375462716,0.35326607774743124,0.209031343460083,0.11333333333333333,
synth2d,hard,clean,6203,0.11333333333333333,Peaks over Threshold (EVT),0.11966489582188769,0.33966933796852156,0.02840733528137207,0.26991150442477874,
synth2d,hard,clean,6203,0.11333333333333333,Bayesian Optimization (EI),0.1163890670628467,0.3468668844483899,5.786826848983765,0.13274336283185842,
