task,region,noise,seed,dim,emb_dim,init_mae,init_in,init_out,const_mae,detect_dist,detect_dist_emb,arm,hp,mae,err_in,err_out,err_in_emb,ess
synth10,hard,gauss,4000,10,63,0.190203457823071,0.40363314210480716,0.15908466398193558,0.9477463256454982,0.021940641496067854,0.09762062929667814,smoothed_loss,smoothed_loss|alpha=0.5,0.1662135590488421,0.33618560836603767,0.14143104025696226,0.30552850152449595,0.962859311254797
synth10,hard,gauss,4000,10,63,0.190203457823071,0.40363314210480716,0.15908466398193558,0.9477463256454982,0.021940641496067854,0.09762062929667814,smoothed_loss,smoothed_loss|alpha=1.0,0.16844193450750836,0.3323772016162295,0.14453959965837085,0.3035371323915272,0.8663309290915967
synth10,hard,gauss,4000,10,63,0.190203457823071,0.40363314210480716,0.15908466398193558,0.9477463256454982,0.021940641496067854,0.09762062929667814,jtt,"jtt|q=0.2,lam=2",0.16588386461638696,0.3225112200701211,0.14304704882551023,0.2962430261475738,0.8999999999999998
synth10,hard,gauss,4000,10,63,0.190203457823071,0.40363314210480716,0.15908466398193558,0.9477463256454982,0.021940641496067854,0.09762062929667814,jtt,"jtt|q=0.2,lam=5",0.17856203943918297,0.32002218312034547,0.15793665612961216,0.30260111320280153,0.5586206896551724
synth10,hard,gauss,4000,10,63,0.190203457823071,0.40363314210480716,0.15908466398193558,0.9477463256454982,0.021940641496067854,0.09762062929667814,jtt,"jtt|q=0.2,lam=10",0.19397764407677795,0.32203444486874067,0.1753065150011237,0.310384497014778,0.3769230769230769
synth10,hard,gauss,4000,10,63,0.190203457823071,0.40363314210480716,0.15908466398193558,0.9477463256454982,0.021940641496067854,0.09762062929667814,oracle,"oracle|alpha=0.5,q=0.03",0.1854570779847454,0.3132369670239694,0.16682632361036412,0.29985214026824764,0.2033902201589264
synth10,hard,gauss,4000,10,63,0.190203457823071,0.40363314210480716,0.15908466398193558,0.9477463256454982,0.021940641496067854,0.09762062929667814,oracle,"oracle|alpha=0.5,q=0.1",0.1738790658312629,0.30877603616437155,0.15421061613216455,0.28871869053774946,0.4999716889477834
synth10,hard,gauss,4000,10,63,0.190203457823071,0.40363314210480716,0.15908466398193558,0.9477463256454982,0.021940641496067854,0.09762062929667814,oracle,"oracle|alpha=0.5,q=0.3",0.1675860018318729,0.3221846760616169,0.1450449748530875,0.29275292377917284,0.8350767332071384
synth10,hard,gauss,4000,10,63,0.190203457823071,0.40363314210480716,0.15908466398193558,0.9477463256454982,0.021940641496067854,0.09762062929667814,oracle,"oracle|alpha=1.0,q=0.03",1.2325076030723263,0.3084738642415617,1.3672349514151676,0.3264527602507532,0.06000013563736906
synth10,hard,gauss,4000,10,63,0.190203457823071,0.40363314210480716,0.15908466398193558,0.9477463256454982,0.021940641496067854,0.09762062929667814,oracle,"oracle|alpha=1.0,q=0.1",0.27845722362858816,0.3052719894742342,0.27454753705871315,0.29243432977625183,0.19998188154212448
synth10,hard,gauss,4000,10,63,0.190203457823071,0.40363314210480716,0.15908466398193558,0.9477463256454982,0.021940641496067854,0.09762062929667814,oracle,"oracle|alpha=1.0,q=0.3",0.17186196791779962,0.3099594404203813,0.15172687381759511,0.28485470903726506,0.5586657778312328
synth10,hard,gauss,4001,10,64,0.17021879488431765,0.3574770805271244,0.14480441085897364,0.9296404087160965,0.10126455643624317,0.05923789026818678,uniform,uniform,0.14663957233530006,0.2798011034559013,0.12856711013324232,0.26803570300000484,1.0
synth10,hard,gauss,4001,10,64,0.17021879488431765,0.3574770805271244,0.14480441085897364,0.9296404087160965,0.10126455643624317,0.05923789026818678,weakspot,"weakspot|alpha=0.5,q=0.03",0.16227090413401515,0.3197257965409767,0.14090138722017995,0.29476766383050806,0.20339022015892644
synth10,hard,gauss,4001,10,64,0.17021879488431765,0.3574770805271244,0.14480441085897364,0.9296404087160965,0.10126455643624317,0.05923789026818678,weakspot,"weakspot|alpha=0.5,q=0.1",0.15715711174643515,0.3039211628154549,0.13723853809197992,0.2854639660628548,0.49997168894778315
synth10,hard,gauss,4001,10,64,0.17021879488431765,0.3574770805271244,0.14480441085897364,0.9296404087160965,0.10126455643624317,0.05923789026818678,weakspot,"weakspot|alpha=0.5,q=0.3",0.15036292073880445,0.282324276793966,0.13245334430655933,0.26805477058325666,0.8350767332071386
synth10,hard,gauss,4001,10,64,0.17021879488431765,0.3574770805271244,0.14480441085897364,0.9296404087160965,0.10126455643624317,0.05923789026818678,weakspot,"weakspot|alpha=1.0,q=0.03",0.3681075654970095,0.4540864349631459,0.35643865589882295,0.4306730100069698,0.060000135637369084
synth10,hard,gauss,4001,10,64,0.17021879488431765,0.3574770805271244,0.14480441085897364,0.9296404087160965,0.10126455643624317,0.05923789026818678,weakspot,"weakspot|alpha=1.0,q=0.1",0.2233834333452196,0.3674758695318484,0.20382744683266749,0.3414147954061098,0.19998188154212454
synth10,hard,gauss,4001,10,64,0.17021879488431765,0.3574770805271244,0.14480441085897364,0.9296404087160965,0.10126455643624317,0.05923789026818678,weakspot,"weakspot|alpha=1.0,q=0.3",0.16648306528869702,0.3083729944663217,0.1472259993753226,0.28974741733448817,0.5586657778312331
synth10,hard,gauss,4001,10,64,0.17021879488431765,0.3574770805271244,0.14480441085897364,0.9296404087160965,0.10126455643624317,0.05923789026818678,weakspot_emb,"weakspot_emb|alpha=0.5,q=0.03",0.1678166498396995,0.2746929952251579,0.1533115694608667,0.2569524822876153,0.2033902201589264
